readout_gene,readout_class,replicate,assay,Drug,day,Concentration,bias,num_reads,cell_density,extra_umi
Casd1,MAE,2,no-UMI,BML-210,07,10uM,0.00340329,1765,VG,
Casd1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,10uM,0.0125,160,SMALL DARK  ,
Casd1,MAE,2,no-UMI,Zebularine,07,10uM,0.004056795,493,VG,
Casd1,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,10uM,0.002053388,487,VG,
Casd1,MAE,2,no-UMI,EX-527,07,10uM,0.00660793,908,VG,
Casd1,MAE,2,no-UMI,Nicotinamide,07,10uM,0.003710575,1618,VG,
Casd1,MAE,2,no-UMI,BML-266,07,10uM,0,7,DIFFUSE,
Casd1,MAE,2,no-UMI,Piceatannol,07,10uM,0.002094241,955,VG,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,07,10uM,0,4,DIFFUSE,
Casd1,MAE,2,no-UMI,AGK2,07,10uM,0.005398671,2408,VG,
Casd1,MAE,2,no-UMI,Salermide,07,10uM,0.005409253,7026,VG,
Casd1,MAE,2,no-UMI,Anacardic_acid,07,10uM,0.002604566,6528,VG,
Casd1,MAE,2,no-UMI,B2,07,10uM,0.004299869,5349,VG,
Casd1,MAE,2,no-UMI,CTPB,07,10uM,0.00530504,754,VG,
Casd1,MAE,2,no-UMI,Sirtinol,07,10uM,0.001081081,2776,VG,
Casd1,MAE,2,no-UMI,Suramin6Na,07,10uM,0.003644647,4390,VG,
Casd1,MAE,2,no-UMI,BML-278,07,10uM,0.004310345,1856,VG,
Casd1,MAE,2,no-UMI,CI-994,07,10uM,0,46,DIFFUSE,
Casd1,MAE,2,no-UMI,NSC-3852,07,10uM,0,4,M,
Casd1,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,10uM,0.008413113,3448,VG,
Casd1,MAE,2,no-UMI,BML-281,07,10uM,0.003108003,2574,VG,
Casd1,MAE,2,no-UMI,Triacetylresveratrol,07,10uM,0.003697217,5139,VG,
Casd1,MAE,2,no-UMI,Garcinol,07,01uM,0.004387097,7752,VG,
Casd1,MAE,2,no-UMI,Splitomicin,07,01uM,0.002673031,10478,VG,
Casd1,MAE,2,no-UMI,BML-210,07,01uM,0.003392967,6485,VG,
Casd1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,01uM,0.000946074,1057,SMALL DARK,
Casd1,MAE,2,no-UMI,Zebularine,07,01uM,0.002671654,7503,VG,
Casd1,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,01uM,0.007592675,2240,VG,
Casd1,MAE,2,no-UMI,EX-527,07,01uM,0.001883239,532,VG,
Casd1,MAE,2,no-UMI,Nicotinamide,07,01uM,0.002610966,4216,VG,
Casd1,MAE,2,no-UMI,BML-266,07,01uM,0.00764693,4578,VG,
Casd1,MAE,2,no-UMI,Piceatannol,07,01uM,0.005854801,6835,VG,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,07,01uM,0.004244782,2828,VG,
Casd1,MAE,2,no-UMI,AGK2,07,01uM,0.004946414,7282,VG,
Casd1,MAE,2,no-UMI,Salermide,07,01uM,0.001383673,5063,VG,
Casd1,MAE,2,no-UMI,Anacardic_acid,07,01uM,0.003186453,10988,VG,
Casd1,MAE,2,no-UMI,B2,07,01uM,0.009070715,5402,VG,
Casd1,MAE,2,no-UMI,CTPB,07,01uM,0.00621118,3060,VG,
Casd1,MAE,2,no-UMI,Sirtinol,07,01uM,0.009309309,6662,VG,
Casd1,MAE,2,no-UMI,Suramin6Na,07,01uM,0.003789673,2111,VG,
Casd1,MAE,2,no-UMI,BML-278,07,01uM,0,10,VG,
Casd1,MAE,2,no-UMI,CI-994,07,01uM,0.001110289,5405,VG,
Casd1,MAE,2,no-UMI,NSC-3852,07,01uM,0.002890173,14537,VG,
Casd1,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,01uM,0.006747638,2965,VG,
Casd1,MAE,2,no-UMI,BML-281,07,01uM,0.005789838,11577,VG,
Casd1,MAE,2,no-UMI,Triacetylresveratrol,07,01uM,0.002432301,6169,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment1,0.001930502,1036,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment2,0,2050,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment3,0.000879121,2276,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment4,0.003477397,2013,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment5,0.002989537,6021,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment6,0.007801418,2820,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment7,0.003547497,2538,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment8,0.007253696,10899,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment9,0.00657277,1066,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment10,0.003797125,3688,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment11,0.001772002,1693,VG,
Casd1,MAE,2,no-UMI,Control,07,No-treatment12,0.001619433,1235,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO1,0.004673261,12841,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO2,0.003384095,10050,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO3,0.002782931,5391,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO4,0.004535959,16762,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO5,0.008445872,22742,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO6,0.001646994,10931,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO7,0.003084589,8434,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO8,0.007046351,15475,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO9,0.003110048,16729,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO10,0.002468283,20265,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO11,0.002619087,30546,VG,
Casd1,MAE,2,no-UMI,Control,07,DMSO12,0.002824416,6373,VG,
Ccnj,BAE,2,no-UMI,Garcinol,07,20uM,0.666666667,3,DIFFUSE,
Ccnj,BAE,2,no-UMI,Splitomicin,07,20uM,0.539092055,1589,VG,
Ccnj,BAE,2,no-UMI,BML-210,07,20uM,0.666666667,3,DIFFUSE,
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,07,20uM,0.536585366,41,SMALL DARK SPOTS,
Ccnj,BAE,2,no-UMI,Zebularine,07,20uM,0.50887574,169,VG,
Ccnj,BAE,2,no-UMI,Tranylcypromine_hemisulfate,07,20uM,0.435672515,342,VG,
Ccnj,BAE,2,no-UMI,EX-527,07,20uM,0.444968553,636,VG,
Ccnj,BAE,2,no-UMI,Nicotinamide,07,20uM,0.467122118,2343,VG,
Ccnj,BAE,2,no-UMI,BML-266,07,20uM,1,1,DIFFUSE,
Ccnj,BAE,2,no-UMI,Piceatannol,07,20uM,1,27,DIFFUSE,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,07,20uM,1,1,DIFFUSE,
Ccnj,BAE,2,no-UMI,AGK2,07,20uM,0.538006757,1185,VG,
Ccnj,BAE,2,no-UMI,Salermide,07,20uM,0.479003359,3575,VG,
Ccnj,BAE,2,no-UMI,Anacardic_acid,07,20uM,0.527137042,1475,VG,
Ccnj,BAE,2,no-UMI,B2,07,20uM,0.472981988,1503,VG,
Ccnj,BAE,2,no-UMI,CTPB,07,20uM,0.536677116,1597,VG,
Ccnj,BAE,2,no-UMI,Sirtinol,07,20uM,0.451665981,2432,VG,
Ccnj,BAE,2,no-UMI,Suramin6Na,07,20uM,0.553191489,564,VG,
Ccnj,BAE,2,no-UMI,BML-278,07,20uM,0.497442455,782,VG,
Ccnj,BAE,2,no-UMI,CI-994,07,20uM,0.181818182,22,DIFFUSE,
Ccnj,BAE,2,no-UMI,NSC-3852,07,20uM,0.714285714,7,DIFFUSE,
Ccnj,BAE,2,no-UMI,Aminoresveratrol_sulfate,07,20uM,0.45324097,2022,VG,
Ccnj,BAE,2,no-UMI,BML-281,07,20uM,0.424120603,2986,VG,
Ccnj,BAE,2,no-UMI,Triacetylresveratrol,07,20uM,0.493551161,2328,VG,
Ccnj,BAE,2,no-UMI,Garcinol,07,10uM,0.43572621,599,VG,
Ccnj,BAE,2,no-UMI,Splitomicin,07,10uM,0.462791351,3565,VG,
Ccnj,BAE,2,no-UMI,BML-210,07,10uM,0.526765376,1758,VG,
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,07,10uM,0.666666667,49,SMALL DARK  ,
Ccnj,BAE,2,no-UMI,Zebularine,07,10uM,0.479674797,492,VG,
Ccnj,BAE,2,no-UMI,Tranylcypromine_hemisulfate,07,10uM,0.458823529,341,VG,
Ccnj,BAE,2,no-UMI,EX-527,07,10uM,0.53909465,972,VG,
Ccnj,BAE,2,no-UMI,Nicotinamide,07,10uM,0.436126932,1230,VG,
Ccnj,BAE,2,no-UMI,BML-266,07,10uM,0.333333333,3,DIFFUSE,
Ccnj,BAE,2,no-UMI,Piceatannol,07,10uM,0.453419811,1697,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,07,10uM,0.333333333,9,DIFFUSE,
Ccnj,BAE,2,no-UMI,AGK2,07,10uM,0.48,1425,VG,
Ccnj,BAE,2,no-UMI,Salermide,07,10uM,0.486956522,4717,VG,
Ccnj,BAE,2,no-UMI,Anacardic_acid,07,10uM,0.505171932,3578,VG,
Ccnj,BAE,2,no-UMI,B2,07,10uM,0.556371928,3948,VG,
Ccnj,BAE,2,no-UMI,CTPB,07,10uM,0.434504792,627,VG,
Ccnj,BAE,2,no-UMI,Sirtinol,07,10uM,0.439603106,2318,VG,
Ccnj,BAE,2,no-UMI,Suramin6Na,07,10uM,0.525,3563,VG,
Ccnj,BAE,2,no-UMI,BML-278,07,10uM,0.498285714,1752,VG,
Ccnj,BAE,2,no-UMI,CI-994,07,10uM,0.477272727,44,DIFFUSE,
Ccnj,BAE,2,no-UMI,NSC-3852,07,10uM,0.611111111,18,M,
Ccnj,BAE,2,no-UMI,Aminoresveratrol_sulfate,07,10uM,0.488251693,2511,VG,
Ccnj,BAE,2,no-UMI,BML-281,07,10uM,0.442837144,2147,VG,
Ccnj,BAE,2,no-UMI,Triacetylresveratrol,07,10uM,0.439745716,3620,VG,
Ccnj,BAE,2,no-UMI,Garcinol,07,01uM,0.519025118,4024,VG,
Ccnj,BAE,2,no-UMI,Splitomicin,07,01uM,0.496770405,5112,VG,
Ccnj,BAE,2,no-UMI,BML-210,07,01uM,0.475768975,4525,VG,
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,07,01uM,0.43768997,659,SMALL DARK,
Ccnj,BAE,2,no-UMI,Zebularine,07,01uM,0.539311517,4709,VG,
Ccnj,BAE,2,no-UMI,Tranylcypromine_hemisulfate,07,01uM,0.6133829,807,VG,
Ccnj,BAE,2,no-UMI,EX-527,07,01uM,0.545289855,552,VG,
Ccnj,BAE,2,no-UMI,Nicotinamide,07,01uM,0.544282029,4655,VG,
Ccnj,BAE,2,no-UMI,BML-266,07,01uM,0.456357388,4371,VG,
Ccnj,BAE,2,no-UMI,Piceatannol,07,01uM,0.5,4492,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,07,01uM,0.534448161,4491,VG,
Ccnj,BAE,2,no-UMI,AGK2,07,01uM,0.495456719,2094,VG,
Ccnj,BAE,2,no-UMI,Salermide,07,01uM,0.443764346,2618,VG,
Ccnj,BAE,2,no-UMI,Anacardic_acid,07,01uM,0.522452504,5794,VG,
Ccnj,BAE,2,no-UMI,B2,07,01uM,0.611325611,3117,VG,
Ccnj,BAE,2,no-UMI,CTPB,07,01uM,0.534995626,2289,VG,
Ccnj,BAE,2,no-UMI,Sirtinol,07,01uM,0.555,3204,VG,
Ccnj,BAE,2,no-UMI,Suramin6Na,07,01uM,0.515063168,1030,VG,
Ccnj,BAE,2,no-UMI,BML-278,07,01uM,0.578947368,19,VG,
Ccnj,BAE,2,no-UMI,CI-994,07,01uM,0.50304878,4597,VG,
Ccnj,BAE,2,no-UMI,NSC-3852,07,01uM,0.498462327,11718,VG,
Ccnj,BAE,2,no-UMI,Aminoresveratrol_sulfate,07,01uM,0.423539519,2329,VG,
Ccnj,BAE,2,no-UMI,BML-281,07,01uM,0.576321301,8127,VG,
Ccnj,BAE,2,no-UMI,Triacetylresveratrol,07,01uM,0.461791045,3353,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment1,0.465930018,546,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment2,0.547036433,1843,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment3,0.53125,1281,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment4,0.46175772,2107,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment5,0.558850617,5432,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment6,0.500937207,2136,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment7,0.516474112,2338,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment8,0.407490548,8469,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment9,0.518900344,1165,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment10,0.467747621,2841,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment11,0.48901546,1229,VG,
Ccnj,BAE,2,no-UMI,Control,07,No-treatment12,0.437428243,871,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO1,0.451757059,4925,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO2,0.586721373,5368,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO3,0.480558097,4375,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO4,0.534384858,11105,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO5,0.44680099,11327,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO6,0.460503124,6245,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO7,0.469879518,7061,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO8,0.494410053,10828,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO9,0.513511365,12590,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO10,0.455591732,13210,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO11,0.458818296,13501,VG,
Ccnj,BAE,2,no-UMI,Control,07,DMSO12,0.572251956,2431,VG,
Col6a5,MAE,2,no-UMI,Garcinol,07,20uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,Splitomicin,07,20uM,0.923444976,418,VG,
Col6a5,MAE,2,no-UMI,BML-210,07,20uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,20uM,0.309090909,55,SMALL DARK SPOTS,
Col6a5,MAE,2,no-UMI,Zebularine,07,20uM,0.9375,144,VG,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,20uM,0.939759036,83,VG,
Col6a5,MAE,2,no-UMI,EX-527,07,20uM,0.942622951,122,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,07,20uM,0.951890034,583,VG,
Col6a5,MAE,2,no-UMI,BML-266,07,20uM,1,1,DIFFUSE,
Col6a5,MAE,2,no-UMI,Piceatannol,07,20uM,1,2,DIFFUSE,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,07,20uM,1,2,DIFFUSE,
Col6a5,MAE,2,no-UMI,AGK2,07,20uM,0.955128205,312,VG,
Col6a5,MAE,2,no-UMI,Salermide,07,20uM,0.949315068,731,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,07,20uM,0.956521739,552,VG,
Col6a5,MAE,2,no-UMI,B2,07,20uM,0.949685535,318,VG,
Col6a5,MAE,2,no-UMI,CTPB,07,20uM,0.960493827,406,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,07,20uM,0.913824057,557,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,07,20uM,0.945355191,183,VG,
Col6a5,MAE,2,no-UMI,BML-278,07,20uM,0.956989247,279,VG,
Col6a5,MAE,2,no-UMI,CI-994,07,20uM,1,2,DIFFUSE,
Col6a5,MAE,2,no-UMI,NSC-3852,07,20uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,20uM,0.99382716,324,VG,
Col6a5,MAE,2,no-UMI,BML-281,07,20uM,0.944922547,1162,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,07,20uM,0.860619469,452,VG,
Col6a5,MAE,2,no-UMI,Garcinol,07,10uM,0.94893617,236,VG,
Col6a5,MAE,2,no-UMI,Splitomicin,07,10uM,0.938325991,1363,VG,
Col6a5,MAE,2,no-UMI,BML-210,07,10uM,0.994459834,361,VG,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,10uM,0.367346939,98,SMALL DARK  ,
Col6a5,MAE,2,no-UMI,Zebularine,07,10uM,0.889447236,199,VG,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,10uM,0.884955752,113,VG,
Col6a5,MAE,2,no-UMI,EX-527,07,10uM,0.96350365,274,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,07,10uM,0.972222222,506,VG,
Col6a5,MAE,2,no-UMI,BML-266,07,10uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,Piceatannol,07,10uM,0.980392157,153,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,07,10uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,AGK2,07,10uM,0.956597222,577,VG,
Col6a5,MAE,2,no-UMI,Salermide,07,10uM,0.964044944,1335,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,07,10uM,0.950819672,1525,VG,
Col6a5,MAE,2,no-UMI,B2,07,10uM,0.922272048,671,VG,
Col6a5,MAE,2,no-UMI,CTPB,07,10uM,0.971098266,346,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,07,10uM,0.957746479,710,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,07,10uM,0.956839795,1367,VG,
Col6a5,MAE,2,no-UMI,BML-278,07,10uM,0.96925859,553,VG,
Col6a5,MAE,2,no-UMI,CI-994,07,10uM,1,17,DIFFUSE,
Col6a5,MAE,2,no-UMI,NSC-3852,07,10uM,1,2,M,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,10uM,0.946456693,635,VG,
Col6a5,MAE,2,no-UMI,BML-281,07,10uM,0.91160221,905,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,07,10uM,0.969669938,1121,VG,
Col6a5,MAE,2,no-UMI,Garcinol,07,01uM,0.970740103,1163,VG,
Col6a5,MAE,2,no-UMI,Splitomicin,07,01uM,0.918110919,2309,VG,
Col6a5,MAE,2,no-UMI,BML-210,07,01uM,0.911669368,1236,VG,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,01uM,0.158536585,738,SMALL DARK,
Col6a5,MAE,2,no-UMI,Zebularine,07,01uM,0.945786366,1865,VG,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,01uM,0.948243993,542,VG,
Col6a5,MAE,2,no-UMI,EX-527,07,01uM,0.967741935,62,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,07,01uM,0.958677686,1818,VG,
Col6a5,MAE,2,no-UMI,BML-266,07,01uM,0.921423277,1350,VG,
Col6a5,MAE,2,no-UMI,Piceatannol,07,01uM,0.954664342,1147,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,07,01uM,0.978682171,517,VG,
Col6a5,MAE,2,no-UMI,AGK2,07,01uM,0.898890259,811,VG,
Col6a5,MAE,2,no-UMI,Salermide,07,01uM,0.981909548,996,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,07,01uM,0.925704526,2343,VG,
Col6a5,MAE,2,no-UMI,B2,07,01uM,0.91838843,968,VG,
Col6a5,MAE,2,no-UMI,CTPB,07,01uM,0.923076923,832,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,07,01uM,0.952562704,1834,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,07,01uM,0.922746781,466,VG,
Col6a5,MAE,2,no-UMI,BML-278,07,01uM,1,4,VG,
Col6a5,MAE,2,no-UMI,CI-994,07,01uM,0.886318572,1515,VG,
Col6a5,MAE,2,no-UMI,NSC-3852,07,01uM,0.895280899,2228,VG,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,01uM,0.924092409,909,VG,
Col6a5,MAE,2,no-UMI,BML-281,07,01uM,0.931407942,3326,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,07,01uM,0.964746346,1166,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment1,0.951367781,658,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment2,0.93974175,2092,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment3,0.967577877,1574,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment4,0.946502058,1945,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment5,0.969759194,5362,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment6,0.962900506,2374,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment7,0.9624,2500,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment8,0.956539482,9807,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment9,0.934650456,1318,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment10,0.971965496,3250,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment11,0.95846395,1277,VG,
Col6a5,MAE,2,no-UMI,Control,07,No-treatment12,0.963246554,653,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO1,0.938034188,938,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO2,0.936723164,1770,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO3,0.904210526,950,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO4,0.936333027,3271,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO5,0.999401556,3344,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO6,0.971330766,2338,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO7,0.915254237,2185,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO8,0.954321855,2847,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO9,0.976626826,3768,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO10,0.923978131,3844,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO11,0.95638126,4953,VG,
Col6a5,MAE,2,no-UMI,Control,07,DMSO12,0.969747899,595,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,07,20uM,NA,0,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Splitomicin,07,20uM,0.927672956,1273,VG,
Dnajc12,MAE,2,no-UMI,BML-210,07,20uM,1,7,DIFFUSE,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,20uM,0.909090909,77,SMALL DARK SPOTS,
Dnajc12,MAE,2,no-UMI,Zebularine,07,20uM,0.96969697,198,VG,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,20uM,0.963934426,306,VG,
Dnajc12,MAE,2,no-UMI,EX-527,07,20uM,0.935309973,371,VG,
Dnajc12,MAE,2,no-UMI,Nicotinamide,07,20uM,0.943737441,1493,VG,
Dnajc12,MAE,2,no-UMI,BML-266,07,20uM,NA,0,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Piceatannol,07,20uM,0.9375,16,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,07,20uM,1,2,DIFFUSE,
Dnajc12,MAE,2,no-UMI,AGK2,07,20uM,0.945512821,625,VG,
Dnajc12,MAE,2,no-UMI,Salermide,07,20uM,0.950638792,1722,VG,
Dnajc12,MAE,2,no-UMI,Anacardic_acid,07,20uM,0.939814815,649,VG,
Dnajc12,MAE,2,no-UMI,B2,07,20uM,0.933638444,1311,VG,
Dnajc12,MAE,2,no-UMI,CTPB,07,20uM,0.924646782,637,VG,
Dnajc12,MAE,2,no-UMI,Sirtinol,07,20uM,0.96567299,1107,VG,
Dnajc12,MAE,2,no-UMI,Suramin6Na,07,20uM,0.95212766,377,VG,
Dnajc12,MAE,2,no-UMI,BML-278,07,20uM,0.869888476,269,VG,
Dnajc12,MAE,2,no-UMI,CI-994,07,20uM,1,6,DIFFUSE,
Dnajc12,MAE,2,no-UMI,NSC-3852,07,20uM,1,1,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,20uM,0.949852507,1019,VG,
Dnajc12,MAE,2,no-UMI,BML-281,07,20uM,0.953205128,1563,VG,
Dnajc12,MAE,2,no-UMI,Triacetylresveratrol,07,20uM,0.92811647,1099,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,07,10uM,0.960297767,403,VG,
Dnajc12,MAE,2,no-UMI,Splitomicin,07,10uM,0.936078007,1847,VG,
Dnajc12,MAE,2,no-UMI,BML-210,07,10uM,0.944523471,1406,VG,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,10uM,0.824324324,74,SMALL DARK  ,
Dnajc12,MAE,2,no-UMI,Zebularine,07,10uM,0.926380368,326,VG,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,10uM,0.976744186,172,VG,
Dnajc12,MAE,2,no-UMI,EX-527,07,10uM,0.953007519,533,VG,
Dnajc12,MAE,2,no-UMI,Nicotinamide,07,10uM,0.96474359,624,VG,
Dnajc12,MAE,2,no-UMI,BML-266,07,10uM,NA,0,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Piceatannol,07,10uM,0.973968254,1575,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,07,10uM,1,2,DIFFUSE,
Dnajc12,MAE,2,no-UMI,AGK2,07,10uM,0.920289855,966,VG,
Dnajc12,MAE,2,no-UMI,Salermide,07,10uM,0.952901024,2933,VG,
Dnajc12,MAE,2,no-UMI,Anacardic_acid,07,10uM,0.929791976,2693,VG,
Dnajc12,MAE,2,no-UMI,B2,07,10uM,0.955890723,3517,VG,
Dnajc12,MAE,2,no-UMI,CTPB,07,10uM,0.941326531,392,VG,
Dnajc12,MAE,2,no-UMI,Sirtinol,07,10uM,0.964308078,1597,VG,
Dnajc12,MAE,2,no-UMI,Suramin6Na,07,10uM,0.940862423,2437,VG,
Dnajc12,MAE,2,no-UMI,BML-278,07,10uM,0.958277254,743,VG,
Dnajc12,MAE,2,no-UMI,CI-994,07,10uM,0.875,24,DIFFUSE,
Dnajc12,MAE,2,no-UMI,NSC-3852,07,10uM,1,2,M,
Dnajc12,MAE,2,no-UMI,Aminoresveratrol_sulfate,07,10uM,0.983314794,1799,VG,
Dnajc12,MAE,2,no-UMI,BML-281,07,10uM,0.952012384,1292,VG,
Dnajc12,MAE,2,no-UMI,Triacetylresveratrol,07,10uM,0.934231379,2525,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,07,01uM,0.960812255,2807,VG,
Dnajc12,MAE,2,no-UMI,Splitomicin,07,01uM,0.940403354,4418,VG,
Dnajc12,MAE,2,no-UMI,BML-210,07,01uM,0.953220122,3122,VG,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,07,01uM,0.878009631,623,SMALL DARK,
Dnajc12,MAE,2,no-UMI,Zebularine,07,01uM,0.953116676,3756,VG,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,07,01uM,0.969081272,1132,VG,
